VOC,Temperature,Humidity,VQI,label,status
0.0165,26.6,79,93.19107875708423,2,Fresh
0.0144,26.6,79,93.6997996873168,2,Fresh
0.0165,26.6,79,93.19107875708423,2,Fresh
0.0165,26.6,79,93.19107875708423,2,Fresh
0.0165,26.6,79,93.19107875708423,2,Fresh
0.0165,26.6,79,93.19107875708423,2,Fresh
0.0187,26.5,79,92.06989772653247,2,Fresh
0.0165,26.6,79,93.19107875708423,2,Fresh
0.0176,26.6,79,92.92460588886719,2,Fresh
0.0176,26.6,79,92.92460588886719,2,Fresh
0.0176,26.6,79,92.92460588886719,2,Fresh
0.0176,26.5,79,92.33637059474952,2,Fresh
0.0176,26.6,79,92.92460588886719,2,Fresh
0.0165,26.6,79,93.19107875708423,2,Fresh
0.0165,26.6,79,93.19107875708423,2,Fresh
0.0165,26.6,79,93.19107875708423,2,Fresh
0.0165,26.6,79,93.19107875708423,2,Fresh
0.0165,26.6,79,93.19107875708423,2,Fresh
0.0165,26.5,80,91.88855774868087,2,Fresh
0.0165,26.5,80,91.88855774868087,2,Fresh
0.0154,26.5,80,92.15503061689792,2,Fresh
0.0154,26.5,80,92.15503061689792,2,Fresh
0.0154,26.6,80,92.74326591101557,2,Fresh
0.0134,26.6,80,93.22776203504658,2,Fresh
0.0134,26.6,79,93.9420477493323,2,Fresh
0.0134,26.6,79,93.9420477493323,2,Fresh
0.0134,26.6,79,93.9420477493323,2,Fresh
0.0134,26.6,79,93.9420477493323,2,Fresh
0.0134,26.6,79,93.9420477493323,2,Fresh
0.0134,26.7,79,94.53028304344994,2,Fresh
0.0125,26.7,79,94.74830629926389,2,Fresh
0.0134,26.7,79,94.53028304344994,2,Fresh
0.0134,26.7,79,94.53028304344994,2,Fresh
0.0134,26.7,79,94.53028304344994,2,Fresh
0.0134,26.7,79,94.53028304344994,2,Fresh
0.0134,26.7,79,94.53028304344994,2,Fresh
0.0125,26.7,79,94.74830629926389,2,Fresh
0.0125,26.7,79,94.74830629926389,2,Fresh
0.0134,26.8,79,95.1185183375676,2,Fresh
0.0134,26.8,79,95.1185183375676,2,Fresh
0.0134,26.8,79,95.1185183375676,2,Fresh
0.0125,26.8,79,95.33654159338154,2,Fresh
0.0125,26.8,78,96.05082730766725,2,Fresh
0.0125,26.8,78,96.05082730766725,2,Fresh
0.0125,26.8,78,96.05082730766725,2,Fresh
0.0125,26.8,78,96.05082730766725,2,Fresh
0.0165,26.8,78,95.08183505960524,2,Fresh
0.0176,26.8,78,94.81536219138819,2,Fresh
0.0165,26.8,78,95.08183505960524,2,Fresh
0.0165,26.5,78,93.3171291772523,2,Fresh
0.0165,26.8,78,95.08183505960524,2,Fresh
0.0212,26.8,78,93.94326916813239,2,Fresh
0.0212,26.8,76,95.3718405967038,2,Fresh
0.0212,26.8,74,95.3718405967038,2,Fresh
0.0212,26.8,75,96.08612631098951,2,Fresh
0.0212,26.8,75,96.08612631098951,2,Fresh
0.0212,26.8,76,95.3718405967038,2,Fresh
0.0212,26.8,76,95.3718405967038,2,Fresh
0.0254,26.8,77,93.64011302195297,2,Fresh
0.0212,26.2,86,84.69957168914077,1,Moderate
0.0212,26.2,86,84.69957168914077,1,Moderate
0.0212,26.2,87,83.98528597485506,1,Moderate
0.0212,26.2,87,83.98528597485506,1,Moderate
0.024,26.2,88,82.59270568692594,1,Moderate
0.024,26.2,88,82.59270568692594,1,Moderate
0.024,26.2,88,82.59270568692594,1,Moderate
0.0226,26.2,88,82.93185297374764,1,Moderate
0.0226,26.2,88,82.93185297374764,1,Moderate
0.024,26.2,88,82.59270568692594,1,Moderate
0.0254,26.2,88,82.25355840010423,1,Moderate
0.024,26.2,88,82.59270568692594,1,Moderate
0.024,26.2,88,82.59270568692594,1,Moderate
0.024,26.2,88,82.59270568692594,1,Moderate
0.024,26.2,88,82.59270568692594,1,Moderate
0.0254,26.2,88,82.25355840010423,1,Moderate
0.024,26.2,88,82.59270568692594,1,Moderate
0.0254,26.2,88,82.25355840010423,1,Moderate
0.0212,26.2,88,83.27100026056935,1,Moderate
0.0212,26.2,88,83.27100026056935,1,Moderate
0.0212,26.2,88,83.27100026056935,1,Moderate
0.0212,26.2,88,83.27100026056935,1,Moderate
0.02,26.2,88,83.56169793498796,1,Moderate
0.0226,26.2,88,82.93185297374764,1,Moderate
0.0226,26.2,88,82.93185297374764,1,Moderate
0.0226,26.2,88,82.93185297374764,1,Moderate
0.0212,26.2,88,83.27100026056935,1,Moderate
0.02,26.2,88,83.56169793498796,1,Moderate
0.02,26.2,89,82.84741222070224,1,Moderate
0.0212,26.2,89,82.55671454628363,1,Moderate
0.0212,26.2,88,83.27100026056935,1,Moderate
0.0212,26.2,88,83.27100026056935,1,Moderate
0.0187,26.2,88,83.8766204156081,1,Moderate
0.0187,26.2,88,83.8766204156081,1,Moderate
0.0187,26.2,88,83.8766204156081,1,Moderate
