VOC,Temperature,Humidity,VQI,Remaining_Days
0.0212,26.8,74,95.3718405967038,8.3
0.0212,26.8,75,96.08612631098951,8.6
0.0212,26.8,75,96.08612631098951,8.6
0.0212,26.8,76,95.3718405967038,8.3
0.0212,26.8,76,95.3718405967038,8.3
0.0254,26.8,77,93.64011302195296,7.8
0.0212,26.2,86,84.69957168914077,5.4
0.0212,26.2,86,84.69957168914077,5.4
0.0212,26.2,87,83.98528597485506,5.3
0.0212,26.2,87,83.98528597485506,5.3
0.024,26.2,88,82.59270568692594,5.0
0.024,26.2,88,82.59270568692594,5.0
0.024,26.2,88,82.59270568692594,5.0
0.0226,26.2,88,82.93185297374764,5.1
0.0226,26.2,88,82.93185297374764,5.1
0.024,26.2,88,82.59270568692594,5.0
0.0254,26.2,88,82.25355840010423,4.9
0.024,26.2,88,82.59270568692594,5.0
0.024,26.2,88,82.59270568692594,5.0
0.024,26.2,88,82.59270568692594,5.0
0.024,26.2,88,82.59270568692594,5.0
0.0254,26.2,88,82.25355840010423,4.9
0.024,26.2,88,82.59270568692594,5.0
0.0254,26.2,88,82.25355840010423,4.9
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.02,26.2,88,83.56169793498796,5.2
0.0226,26.2,88,82.93185297374764,5.1
0.0226,26.2,88,82.93185297374764,5.1
0.0226,26.2,88,82.93185297374764,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.02,26.2,88,83.56169793498796,5.2
0.02,26.2,89,82.84741222070224,5.0
0.0212,26.2,89,82.55671454628363,5.0
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0187,26.2,88,83.8766204156081,5.2
0.0187,26.2,88,83.8766204156081,5.2
0.0187,26.2,88,83.8766204156081,5.2
0.0187,26.2,88,83.8766204156081,5.2
0.0187,26.2,88,83.8766204156081,5.2
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.1,88,82.6827649664517,5.0
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.02,26.2,88,83.56169793498796,5.2
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.02,26.2,88,83.56169793498796,5.2
0.02,26.2,88,83.56169793498796,5.2
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.02,26.2,88,83.56169793498796,5.2
0.02,26.2,88,83.56169793498796,5.2
0.02,26.1,88,82.97346264087031,5.1
0.0212,26.1,88,82.6827649664517,5.0
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.2,88,83.27100026056935,5.1
0.02,26.2,88,83.56169793498796,5.2
0.02,26.2,88,83.56169793498796,5.2
0.02,26.2,88,83.56169793498796,5.2
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.1,88,82.6827649664517,5.0
0.0212,26.2,88,83.27100026056935,5.1
0.0212,26.1,88,82.6827649664517,5.0
0.02,26.1,88,82.97346264087031,5.1
0.02,26.2,88,83.56169793498796,5.2
0.02,26.1,88,82.97346264087031,5.1
0.02,26.2,88,83.56169793498796,5.2
0.02,26.1,88,82.97346264087031,5.1
0.02,26.1,88,82.97346264087031,5.1
0.02,26.1,88,82.97346264087031,5.1
0.02,26.1,88,82.97346264087031,5.1
0.02,26.1,88,82.97346264087031,5.1
0.02,26.1,88,82.97346264087031,5.1
0.024,26.1,88,82.00447039280829,4.9
0.0226,26.1,88,82.34361767962999,4.9
0.0226,26.4,66,86.96546641912578,5.9
0.0226,26.3,70,89.234373982151,6.5
0.0226,26.3,66,86.37723112500815,5.8
0.0226,26.3,67,87.09151683929386,6.0
0.0226,26.3,67,87.09151683929386,6.0
0.0226,26.5,69,89.69655885610057,6.6
0.0254,26.6,70,90.32078529086051,6.8
0.0254,26.9,68,90.65691974464204,6.9
0.0254,27.0,67,90.53086932447395,6.8
0.0254,26.9,67,89.94263403035633,6.7
0.0254,26.9,67,89.94263403035633,6.7
0.0254,26.9,67,89.94263403035633,6.7
0.0254,26.8,67,89.35439873623868,6.5
0.02,26.8,67,90.6625382711224,6.9
0.0212,26.8,67,90.3718405967038,6.8
0.0212,26.8,67,90.3718405967038,6.8
0.0212,26.7,67,89.78360530258614,6.6
0.0212,26.7,67,89.78360530258614,6.6
0.0212,26.6,68,89.90965572275424,6.7
0.0212,26.6,67,89.19537000846852,6.5
0.0212,26.6,68,89.90965572275424,6.7
0.0212,26.6,68,89.90965572275424,6.7
0.0212,26.6,68,89.90965572275424,6.7
0.0212,26.6,68,89.90965572275424,6.7
0.0212,26.5,68,89.32142042863657,6.5
0.0212,26.5,69,90.03570614292228,6.7
0.0212,26.5,69,90.03570614292228,6.7
0.0212,26.5,69,90.03570614292228,6.7
0.02,26.2,69,88.56169793498795,6.3
0.02,26.5,69,90.32640381734087,6.8
0.02,26.5,69,90.32640381734087,6.8
0.02,26.5,69,90.32640381734087,6.8
0.02,26.5,69,90.32640381734087,6.8
0.02,26.5,69,90.32640381734087,6.8
0.0269,26.5,69,88.65489218943391,6.4
0.0269,26.5,69,88.65489218943391,6.4
0.0269,26.5,69,88.65489218943391,6.4
0.0212,26.5,69,90.03570614292228,6.7
0.0212,26.5,69,90.03570614292228,6.7
0.0212,26.5,69,90.03570614292228,6.7
0.02,26.5,69,90.32640381734087,6.8
0.0212,26.5,69,90.03570614292228,6.7
0.0212,26.5,69,90.03570614292228,6.7
0.02,26.5,69,90.32640381734087,6.8
0.02,26.5,69,90.32640381734087,6.8
0.02,26.5,69,90.32640381734087,6.8
0.0226,26.5,69,89.69655885610057,6.6
0.0226,26.5,69,89.69655885610057,6.6
0.0226,26.5,69,89.69655885610057,6.6
0.02,26.5,69,90.32640381734087,6.8
0.02,26.5,69,90.32640381734087,6.8
0.02,26.5,69,90.32640381734087,6.8
0.0212,26.5,69,90.03570614292228,6.7
0.0212,26.5,69,90.03570614292228,6.7
0.02,26.5,69,90.32640381734087,6.8
0.02,26.4,69,89.73816852322324,6.6
0.0212,26.5,70,90.749991857208,6.9
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.02,26.5,71,91.75497524591232,7.2
0.02,26.5,71,91.75497524591232,7.2
0.02,26.5,72,92.46926096019804,7.4
0.0212,26.5,72,92.17856328577942,7.3
0.02,26.5,72,92.46926096019804,7.4
0.02,26.5,72,92.46926096019804,7.4
0.02,26.5,72,92.46926096019804,7.4
0.02,26.5,72,92.46926096019804,7.4
0.02,26.5,72,92.46926096019804,7.4
0.02,26.5,71,91.75497524591232,7.2
0.02,26.5,71,91.75497524591232,7.2
0.02,26.5,71,91.75497524591232,7.2
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.4,71,90.87604227737609,6.9
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.3,71,90.28780698325842,6.8
0.0212,26.4,71,90.87604227737609,6.9
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.4,71,90.87604227737609,6.9
0.0212,26.2,71,89.69957168914078,6.6
0.0212,26.4,71,90.87604227737609,6.9
0.0212,26.5,71,91.46427757149372,7.1
0.0212,26.4,71,90.87604227737609,6.9
0.0212,26.4,71,90.87604227737609,6.9
0.02,26.4,70,90.45245423750896,6.8
0.0212,26.3,70,89.5735212689727,6.6
0.0212,26.4,70,90.16175656309036,6.7
0.0212,26.4,70,90.16175656309036,6.7
0.0212,26.5,70,90.749991857208,6.9
0.0212,26.4,70,90.16175656309036,6.7
0.0212,26.4,70,90.16175656309036,6.7
0.0212,26.4,70,90.16175656309036,6.7
0.0212,26.4,70,90.16175656309036,6.7
0.0285,26.4,70,88.39334571037716,6.3
0.024,26.5,70,90.07169728356457,6.7
0.024,26.4,66,86.62631913230408,5.9
0.024,26.4,66,86.62631913230408,5.9
0.024,26.4,64,85.19774770373265,5.5
0.024,26.4,64,85.19774770373265,5.5
0.024,26.2,63,83.30699140121165,5.1
0.024,26.4,64,85.19774770373265,5.5
0.024,26.4,64,85.19774770373265,5.5
0.024,26.4,64,85.19774770373265,5.5
0.024,26.4,64,85.19774770373265,5.5
0.024,26.4,64,85.19774770373265,5.5
0.024,26.3,64,84.60951240961501,5.4
0.0226,26.3,64,84.9486596964367,5.5
0.0226,26.3,65,85.66294541072243,5.6
0.0226,26.3,65,85.66294541072243,5.6
0.0226,26.3,64,84.9486596964367,5.5
0.0226,26.4,64,85.53689499055434,5.6
0.0212,26.3,64,85.28780698325842,5.6
0.02,26.3,65,86.29279037196274,5.8
0.0301,26.3,65,83.84608494560615,5.2
0.0269,26.3,65,84.62127874405576,5.4
0.0269,26.3,65,84.62127874405576,5.4
0.0269,26.3,65,84.62127874405576,5.4
0.0285,26.5,65,85.41015243306624,5.6
0.0254,26.5,65,86.16112142531432,5.7
0.0254,26.5,65,86.16112142531432,5.7
0.0254,26.5,65,86.16112142531432,5.7
0.0254,26.5,65,86.16112142531432,5.7
0.0254,26.5,65,86.16112142531432,5.7
0.024,26.5,65,86.500268712136,5.8
0.024,26.5,65,86.500268712136,5.8
0.0254,26.5,64,85.4468357110286,5.6
0.0285,26.5,65,85.41015243306624,5.6
0.0285,26.3,65,84.23368184483095,5.3
0.0285,26.3,64,83.51939613054525,5.2
0.0254,26.5,65,86.16112142531432,5.7
0.0254,26.5,64,85.4468357110286,5.6
0.0254,26.3,65,84.98465083707902,5.5
0.0254,26.3,65,84.98465083707902,5.5
0.0226,26.3,65,85.66294541072243,5.6
0.0226,26.3,65,85.66294541072243,5.6
0.0226,26.3,65,85.66294541072243,5.6
0.0254,26.5,65,86.16112142531432,5.7
0.0226,26.3,64,84.9486596964367,5.5
0.0254,26.3,64,84.27036512279331,5.3
0.0254,26.3,64,84.27036512279331,5.3
0.0254,26.3,64,84.27036512279331,5.3
0.0226,26.3,64,84.9486596964367,5.5
0.024,26.3,64,84.60951240961501,5.4
0.0226,26.3,64,84.9486596964367,5.5
0.024,26.3,65,85.32379812390072,5.6
0.024,26.3,65,85.32379812390072,5.6
0.024,26.3,65,85.32379812390072,5.6
0.0226,26.3,65,85.66294541072243,5.6
0.024,26.3,65,85.32379812390072,5.6
0.024,26.3,65,85.32379812390072,5.6
0.024,26.3,64,84.60951240961501,5.4
0.0226,26.3,64,84.9486596964367,5.5
0.0226,26.3,64,84.9486596964367,5.5
0.024,26.3,64,84.60951240961501,5.4
0.024,26.3,65,85.32379812390072,5.6
0.024,26.3,66,86.03808383818642,5.7
0.024,26.3,66,86.03808383818642,5.7
0.024,26.2,67,86.16413425835451,5.7
0.024,26.3,68,87.46665526675787,6.1
0.024,26.3,68,87.46665526675787,6.1
0.024,26.3,67,86.75236955247215,5.9
0.024,26.3,67,86.75236955247215,5.9
0.024,26.3,67,86.75236955247215,5.9
0.024,26.3,67,86.75236955247215,5.9
0.024,26.3,67,86.75236955247215,5.9
0.024,26.3,67,86.75236955247215,5.9
0.024,26.3,67,86.75236955247215,5.9
0.024,26.3,67,86.75236955247215,5.9
0.024,26.3,67,86.75236955247215,5.9
0.024,26.3,67,86.75236955247215,5.9
0.0226,26.4,68,88.3940378476972,6.3
0.024,26.4,69,88.76917627516121,6.4
0.024,26.4,69,88.76917627516121,6.4
0.024,26.4,68,88.0548905608755,6.2
0.024,26.4,68,88.0548905608755,6.2
0.024,26.4,68,88.0548905608755,6.2
0.024,26.4,67,87.3406048465898,6.0
0.024,26.4,67,87.3406048465898,6.0
0.0226,26.3,67,87.09151683929386,6.0
0.0226,26.3,67,87.09151683929386,6.0
0.0226,26.3,67,87.09151683929386,6.0
0.0301,26.3,67,85.27465637417758,5.5
0.0285,26.3,67,85.66225327340238,5.6
0.0285,26.3,67,85.66225327340238,5.6
0.0285,26.3,67,85.66225327340238,5.6
0.0285,26.5,67,86.83872386163767,5.9
0.0285,30.1,65,70.1160347860074,3.0
0.0285,30.3,65,68.93956419777211,2.9
0.0285,30.3,64,68.2252784834864,2.8
0.0285,30.3,65,68.93956419777211,2.9
0.0285,30.3,66,69.65384991205784,3.0
0.0285,30.5,65,67.76309360953682,2.8
0.0285,30.3,65,68.93956419777211,2.9
0.0285,30.3,64,68.2252784834864,2.8
0.0226,30.5,63,67.76378574685687,2.8
0.0354,30.4,64,65.9655315614618,2.6
0.0392,30.4,64,65.04498892580287,2.5
0.0354,30.3,64,66.55376685557943,2.6
0.0354,30.3,64,66.55376685557943,2.6
0.0354,30.3,64,66.55376685557943,2.6
0.024,30.3,64,69.31539476255617,2.9
0.024,30.3,64,69.31539476255617,2.9
0.024,30.3,64,69.31539476255617,2.9
0.024,30.3,64,69.31539476255617,2.9
0.024,30.4,64,68.72715946843854,2.9
0.024,30.4,64,68.72715946843854,2.9
0.024,30.4,64,68.72715946843854,2.9
0.024,30.4,64,68.72715946843854,2.9
0.0269,30.3,64,68.61287538271121,2.8
0.0226,30.3,64,69.65454204937788,3.0
0.0226,30.3,63,68.94025633509216,2.9
0.0226,30.3,64,69.65454204937788,3.0
0.0226,30.6,63,67.17555045273922,2.7
0.0226,30.8,62,65.28479415021822,2.5
0.0226,30.8,62,65.28479415021822,2.5
0.0226,30.9,61,63.98227314181486,2.4
0.024,30.9,61,63.64312585499315,2.3
0.0226,30.8,63,65.99907986450393,2.6
0.024,31.2,62,62.59270568692592,2.2
0.024,31.2,61,61.87841997264021,2.2
0.024,30.8,61,64.23136114911078,2.4
0.0269,30.4,62,66.59606866002214,2.6
0.0318,30.1,63,67.88804475278482,2.8
0.0318,29.8,63,69.65275063513778,3.0
0.0318,29.6,64,71.54350693765878,3.2
0.0318,29.5,64,72.13174223177643,3.3
0.0301,29.4,65,73.84608494560615,3.5
0.0301,29.3,65,74.43432023972379,3.6
0.0301,29.2,65,75.02255553384144,3.7
0.0335,29.1,66,75.50143313139208,3.8
0.0301,29.0,66,76.91331183636245,4.0
0.0335,29.0,66,76.08966842550973,3.8
0.0318,28.9,65,76.37543971076803,3.9
0.0301,28.9,65,76.78726141619438,4.0
0.0285,28.9,66,77.88914402970491,4.1
0.0285,28.8,66,78.47737932382255,4.2
0.0335,28.8,66,77.26613901374502,4.0
0.0335,28.7,66,77.85437430786268,4.1
0.0269,28.7,66,79.453211517165,4.4
0.0269,28.6,66,80.04144681128264,4.5
0.0269,28.8,69,81.00783336590449,4.7
0.0269,28.8,66,78.86497622304735,4.3
0.0269,29.0,66,77.68850563481206,4.1
0.0269,29.0,69,79.8313627776692,4.5
0.0269,29.0,69,79.8313627776692,4.5
0.0269,29.0,69,79.8313627776692,4.5
0.0269,29.0,66,77.68850563481206,4.1
0.0269,29.0,69,79.8313627776692,4.5
0.0286,28.9,68,79.29349065207478,4.4
0.0286,28.9,69,80.00777636636049,4.5
0.0286,29.0,66,77.2766839293857,4.0
0.0286,28.9,66,77.86491922350336,4.1
0.0286,28.9,66,77.86491922350336,4.1
0.0286,28.9,66,77.86491922350336,4.1
0.0286,29.0,68,78.70525535795713,4.3
0.0286,28.9,67,78.57920493778907,4.2
0.0286,28.9,67,78.57920493778907,4.2
0.0286,28.9,70,80.72206208064621,4.6
0.0286,28.9,67,78.57920493778907,4.2
0.0286,28.9,66,77.86491922350336,4.1
0.0286,28.9,69,80.00777636636049,4.5
0.0302,28.9,65,76.76303660999282,3.9
0.0302,28.8,65,77.35127190411046,4.0
0.0302,28.8,66,78.06555761839617,4.2
0.0302,28.8,67,78.77984333268189,4.3
0.0302,28.7,67,79.36807862679956,4.4
0.0302,28.7,68,80.08236434108528,4.5
0.0302,28.6,68,80.6705996352029,4.6
0.0302,28.6,68,80.6705996352029,4.6
0.0302,28.7,68,80.08236434108528,4.5
0.0304,28.6,68,80.6221500227998,4.6
0.0304,28.6,68,80.6221500227998,4.6
0.0304,28.5,68,81.21038531691745,4.7
0.0316,28.5,68,80.91968764249884,4.7
0.0316,28.5,68,80.91968764249884,4.7
0.0316,28.5,68,80.91968764249884,4.7
0.0316,28.4,68,81.50792293661651,4.8
0.0316,28.3,68,82.09615823073413,4.9
0.0316,28.3,68,82.09615823073413,4.9
0.0316,28.3,68,82.09615823073413,4.9
0.0316,28.3,69,82.81044394501986,5.0
0.0316,28.2,69,83.39867923913752,5.1
0.0316,28.1,69,83.98691453325515,5.3
0.0316,28.0,69,84.57514982737281,5.4
0.0304,28.0,69,84.86584750179141,5.5
0.0304,28.0,70,85.58013321607713,5.6
0.0304,27.9,69,85.45408279590906,5.6
0.0304,27.9,69,85.45408279590906,5.6
0.0304,27.9,69,85.45408279590906,5.6
0.0304,27.9,69,85.45408279590906,5.6
0.0304,27.8,69,86.0423180900267,5.7
0.0304,27.8,69,86.0423180900267,5.7
0.0304,27.8,70,86.75660380431242,5.9
0.037,27.8,70,85.15776659501009,5.5
0.037,27.8,70,85.15776659501009,5.5
0.037,27.7,70,85.74600188912774,5.7
0.037,27.7,70,85.74600188912774,5.7
0.037,27.7,70,85.74600188912774,5.7
0.037,27.7,70,85.74600188912774,5.7
0.037,27.6,70,86.33423718324538,5.8
0.037,27.5,70,86.92247247736303,5.9
0.037,27.5,71,87.63675819164875,6.1
0.037,27.5,71,87.63675819164875,6.1
0.037,27.5,71,87.63675819164875,6.1
0.037,27.5,71,87.63675819164875,6.1
0.037,27.5,71,87.63675819164875,6.1
0.037,27.5,71,87.63675819164875,6.1
0.0332,27.5,71,88.55730082730766,6.3
0.0332,27.4,71,89.14553612142532,6.5
0.0332,27.4,71,89.14553612142532,6.5
0.0332,27.4,71,89.14553612142532,6.5
0.0332,27.4,71,89.14553612142532,6.5
0.0332,27.4,71,89.14553612142532,6.5
0.0332,27.4,71,89.14553612142532,6.5
0.0332,27.4,71,89.14553612142532,6.5
0.0332,27.4,71,89.14553612142532,6.5
0.0332,27.4,71,89.14553612142532,6.5
0.0332,27.3,71,89.73377141554295,6.6
0.0332,27.4,72,89.85982183571105,6.7
0.0335,26.9,80,90.12328187088788,6.7
0.0335,26.9,79,90.8375675851736,6.9
0.0335,26.9,78,91.55185329945932,7.1
0.0335,26.9,79,90.8375675851736,6.9
0.0335,27.0,78,92.14008859357696,7.3
0.0335,27.0,78,92.14008859357696,7.3
0.0335,27.0,77,92.85437430786268,7.5
0.0354,27.0,77,92.39410299003322,7.4
0.0392,27.0,78,90.7592746400886,6.9
0.0335,27.0,79,91.42580287929124,7.1
0.0335,27.0,78,92.14008859357696,7.3
0.0335,27.0,78,92.14008859357696,7.3
0.0335,27.0,78,92.14008859357696,7.3
0.0318,27.0,79,91.83762458471762,7.2
0.0318,27.0,79,91.83762458471762,7.2
0.0318,27.0,79,91.83762458471762,7.2
0.0318,27.0,80,91.1233388704319,7.0
0.0318,27.0,79,91.83762458471762,7.2
0.0318,27.0,79,91.83762458471762,7.2
0.0335,27.0,78,92.14008859357696,7.3
0.0318,27.0,78,92.55191029900332,7.4
0.0301,27.0,78,92.96373200442969,7.5
0.0301,27.0,78,92.96373200442969,7.5
0.0301,27.0,78,92.96373200442969,7.5
0.0301,27.0,78,92.96373200442969,7.5
0.0301,26.9,78,92.37549671031202,7.4
0.0318,27.0,77,93.26619601328905,7.6
0.0318,27.0,78,92.55191029900332,7.4
0.0318,27.0,78,92.55191029900332,7.4
0.0318,27.0,78,92.55191029900332,7.4
0.0318,27.0,78,92.55191029900332,7.4
0.0354,27.0,78,91.67981727574752,7.2
0.0354,27.0,78,91.67981727574752,7.2
0.0354,27.0,79,90.9655315614618,7.0
0.0412,27.1,80,88.25797179336848,6.3
0.0412,27.1,79,88.9722575076542,6.4
0.0455,27.1,79,87.93059084098755,6.2
0.0455,27.3,78,87.46840596703798,6.1
0.0455,27.3,78,87.46840596703798,6.1
0.0455,27.3,77,88.18269168132369,6.2
0.0455,27.3,77,88.18269168132369,6.2
0.0455,27.3,77,88.18269168132369,6.2
0.0455,27.4,76,88.30874210149176,6.3
0.0455,27.4,76,88.30874210149176,6.3
0.0412,27.4,76,89.35040876815843,6.5
0.0412,27.4,76,89.35040876815843,6.5
0.0412,27.4,76,89.35040876815843,6.5
0.0433,27.4,75,89.55597355221158,6.6
0.0412,27.4,75,90.06469448244414,6.7
0.0433,27.4,75,89.55597355221158,6.6
0.0455,27.4,75,89.02302781577748,6.4
0.0412,27.4,75,90.06469448244414,6.7
0.0412,27.4,75,90.06469448244414,6.7
0.0372,27.4,75,91.03368673050616,7.0
0.0391,27.3,75,91.16165070679432,7.0
0.0392,27.4,75,90.54919060647516,6.9
